   mean     std    e1    e2
   0.63    0.67  1.50 -4.50
   0.63    0.65  0.50 -2.50
   0.65    0.67  0.50 -3.00
   0.66    0.68  0.50 -3.50
   0.66    0.59  4.00 -1.50
   0.66    0.60  3.00 -1.00
   0.67    0.71  1.00 -4.50
   0.67    0.71  0.50 -4.00
   0.67    0.63  2.00 -0.50
   0.67    0.65 -0.50 -1.00
   0.67    0.68  0.00 -2.00
   0.67    0.73  1.50 -5.00
   0.67    0.59  5.00 -2.00
   0.68    0.62  2.50 -0.50
   0.68    0.64  1.50  0.00
   0.68    0.80  0.00  0.50
   0.69    0.82 -0.50  0.50
   0.69    0.76  0.50 -4.50
   0.71    0.62  3.50 -1.00
   0.71    0.76  0.50  0.50
   0.72    0.74  1.00 -5.00
   0.72    0.70 -0.50 -1.50
   0.72    0.72  0.00 -3.00
   0.72    0.61  4.50 -1.50
   0.72    0.69  0.00 -2.50
   0.73    0.78  0.50 -5.00
   0.73    0.74  0.00 -3.50
   0.74    0.79  0.00 -4.00
   0.74    0.62  5.00 -1.50
   0.74    0.70 -1.00 -0.50
   0.75    0.63  4.00 -1.00
   0.75    0.65  3.00 -0.50
   0.75    0.64  2.00  0.00
   0.75    0.75 -0.50 -2.00
   0.77    0.82  0.00 -4.50
   0.78    0.77  1.00  0.50
   0.78    0.64  4.50 -1.00
   0.78    0.82  0.00 -5.00
   0.78    0.79 -1.00  0.00
   0.79    0.65  5.00 -1.00
   0.80    0.80 -1.00  0.50
   0.80    0.65  3.50 -0.50
   0.81    0.75 -0.50 -2.50
   0.81    0.85 -0.50 -4.50
   0.81    0.80 -0.50 -3.00
   0.81    0.83 -0.50 -4.00
   0.81    0.81 -0.50 -3.50
   0.82    0.85 -0.50 -5.00
   0.83    0.67  2.50  0.00
   0.83    0.78  1.50  0.50
   0.83    0.74 -1.00 -1.00
   0.84    0.64  4.00 -0.50
   0.85    0.79 -1.00 -2.50
   0.86    0.75 -1.00 -1.50
   0.86    0.76 -1.00 -2.00
   0.86    0.66  4.50 -0.50
   0.87    0.86 -1.00 -3.50
   0.87    0.84 -1.00 -3.00
   0.87    0.68  3.00  0.00
   0.88    0.86 -1.00 -4.00
   0.88    0.92  0.00  1.00
   0.89    0.90 -1.00 -4.50
   0.89    0.89 -1.00 -5.00
   0.90    0.69  5.00 -0.50
   0.90    0.69  3.50  0.00
   0.90    0.79  2.00  0.50
   0.90    0.77 -1.50  0.00
   0.91    0.74 -1.50 -0.50
   0.91    0.87 -0.50  1.00
   0.92    0.89 -1.00  1.00
   0.93    0.89  0.50  1.00
   0.93    0.79 -1.50  0.50
   0.94    0.88 -1.50 -2.50
   0.94    0.91 -1.50 -3.00
   0.94    0.79 -1.50 -1.50
   0.94    0.95 -1.50 -3.50
   0.94    0.71  4.00  0.00
   0.96    0.82 -1.50 -2.00
   0.96    0.79 -1.50 -1.00
   0.97    0.97 -1.50 -4.00
   0.98    0.97 -1.50 -4.50
   0.98    0.99 -1.50 -5.00
   0.98    0.84  1.00  1.00
   0.98    0.74  4.50  0.00
   0.98    0.80  2.50  0.50
   1.00    0.88 -1.50  1.00
   1.01    0.85  1.50  1.00
   1.01    0.78  3.00  0.50
   1.02    0.99 -2.00 -3.00
   1.02    1.01 -2.00 -3.50
   1.02    0.77  5.00  0.00
   1.03    1.02 -2.00 -4.00
   1.03    0.93 -2.00 -2.50
   1.04    1.02 -2.00 -5.00
   1.04    1.02 -2.00 -4.50
   1.05    0.83 -2.00 -1.50
   1.05    0.77  3.50  0.50
   1.06    0.81 -2.00 -1.00
   1.06    0.74 -2.00  0.50
   1.06    0.90 -2.00 -2.00
   1.07    0.75 -2.00  0.00
   1.08    0.91 -1.00  1.50
   1.08    0.78 -2.00 -0.50
   1.09    1.06 -2.50 -3.50
   1.09    0.87  2.00  1.00
   1.09    0.93 -0.50  1.50
   1.10    0.81  4.00  0.50
   1.11    1.06 -2.50 -5.00
   1.11    1.07 -2.50 -4.50
   1.11    1.04 -2.50 -4.00
   1.12    0.86 -2.00  1.00
   1.12    0.86  2.50  1.00
   1.12    0.92 -1.50  1.50
   1.12    0.95  1.00  1.50
   1.13    1.05 -2.50 -3.00
   1.14    0.99 -2.50 -2.50
   1.14    0.85  4.50  0.50
   1.14    0.95  0.50  1.50
   1.14    0.95  0.00  1.50
   1.15    0.89 -2.50 -1.50
   1.15    0.84  5.00  0.50
   1.16    0.85  3.00  1.00
   1.17    0.97 -2.50 -2.00
   1.18    1.11 -3.00 -4.00
   1.18    1.11 -3.00 -3.50
   1.19    1.10 -3.00 -4.50
   1.19    1.13 -3.00 -5.00
   1.19    0.96  1.50  1.50
   1.21    0.86  3.50  1.00
   1.21    0.92 -2.00  1.50
   1.21    0.85 -2.50 -1.00
   1.21    1.09 -3.00 -3.00
   1.22    0.77 -2.50  0.50
   1.23    0.78 -2.50  0.00
   1.23    1.13 -3.50 -4.00
   1.23    0.98  2.00  1.50
   1.24    0.93  4.00  1.00
   1.24    1.15 -3.50 -4.50
   1.25    0.80 -2.50 -0.50
   1.25    1.15 -3.50 -5.00
   1.26    0.98 -1.00  2.00
   1.26    1.00 -0.50  2.00
   1.26    0.99  2.50  1.50
   1.26    0.94  4.50  1.00
   1.27    1.11 -3.50 -3.50
   1.28    1.07 -3.00 -2.50
   1.28    0.97 -1.50  2.00
   1.29    1.20 -4.00 -5.00
   1.29    1.00  0.00  2.00
   1.29    0.86 -2.50  1.00
   1.29    0.95  5.00  1.00
   1.30    1.18 -4.00 -4.50
   1.30    1.00  0.50  2.00
   1.30    1.10 -3.50 -3.00
   1.31    1.00 -3.00 -2.00
   1.31    1.03  1.00  2.00
   1.31    0.96 -3.00 -1.50
   1.32    1.18 -4.00 -4.00
   1.35    0.89 -3.00 -1.00
   1.35    1.06 -3.50 -2.50
   1.35    0.99  3.00  1.50
   1.35    1.14 -4.00 -3.50
   1.37    0.92 -2.50  1.50
   1.37    1.04  1.50  2.00
   1.37    1.01  3.50  1.50
   1.38    1.05  2.00  2.00
   1.38    1.28 -4.50 -5.00
   1.38    0.84 -3.00  0.00
   1.39    1.27 -4.50 -4.50
   1.40    1.24 -4.50 -4.00
   1.40    1.01 -2.00  2.00
   1.40    1.13 -4.00 -3.00
   1.40    1.04 -3.50 -2.00
   1.40    1.00  4.00  1.50
   1.41    0.99  4.50  1.50
   1.41    0.85 -3.00 -0.50
   1.41    0.84 -3.00  0.50
   1.41    1.05  2.50  2.00
   1.43    0.88 -3.00  1.00
   1.43    1.07 -0.50  2.50
   1.43    1.29 -5.00 -5.00
   1.43    1.01  5.00  1.50
   1.45    1.28 -5.00 -4.50
   1.45    1.07  0.00  2.50
   1.45    1.00 -3.50 -1.50
   1.45    1.07  3.00  2.00
   1.45    1.20 -4.50 -3.50
   1.47    1.01 -2.50  2.00
   1.47    1.08 -1.00  2.50
   1.48    1.08 -4.00 -2.50
   1.48    0.93 -3.50 -1.00
   1.49    1.07  0.50  2.50
   1.49    0.95 -3.00  1.50
   1.50    1.09  1.00  2.50
   1.50    1.29 -5.00 -4.00
   1.50    1.06  3.50  2.00
   1.51    1.07  4.00  2.00
   1.51    1.07 -4.00 -2.00
   1.51    0.90 -3.50 -0.50
   1.51    1.07  4.50  2.00
   1.53    1.07 -1.50  2.50
   1.53    1.15 -4.50 -3.00
   1.53    1.10  1.50  2.50
   1.54    0.88 -3.50  0.00
   1.54    1.02 -4.00 -1.50
   1.54    1.09  2.00  2.50
   1.56    0.90 -3.50  0.50
   1.56    1.12 -4.50 -2.50
   1.57    1.11  2.50  2.50
   1.57    1.25 -5.00 -3.50
   1.58    1.09  5.00  2.00
   1.59    1.01 -3.00  2.00
   1.61    0.93 -3.50  1.00
   1.61    1.08 -4.50 -2.00
   1.61    1.15  3.00  2.50
   1.62    1.20 -5.00 -3.00
   1.62    1.15  3.50  2.50
   1.62    1.04 -2.00  2.50
   1.63    1.14  4.00  2.50
   1.63    0.99 -4.00 -1.00
   1.64    1.06 -2.50  2.50
   1.64    0.99 -3.50  1.50
   1.65    1.15  4.50  2.50
   1.65    1.16 -5.00 -2.50
   1.66    0.94 -4.00 -0.50
   1.66    1.15  0.50  3.00
   1.66    1.17  0.00  3.00
   1.67    1.07 -4.50 -1.50
   1.68    1.18 -1.00  3.00
   1.70    1.13  1.50  3.00
   1.70    0.95 -4.00  0.00
   1.70    1.13  5.00  2.50
   1.71    1.14 -0.50  3.00
   1.71    0.95 -4.00  0.50
   1.71    1.16  2.00  3.00
   1.71    1.03 -3.50  2.00
   1.71    1.15  1.00  3.00
   1.72    1.07 -3.00  2.50
   1.72    1.16 -1.50  3.00
   1.73    1.18  2.50  3.00
   1.75    1.05 -4.50 -1.00
   1.75    1.12 -5.00 -2.00
   1.77    1.18  3.00  3.00
   1.78    0.99 -4.50 -0.50
   1.78    1.18  3.50  3.00
   1.79    1.11 -2.00  3.00
   1.79    1.09 -2.50  3.00
   1.79    0.96 -4.00  1.00
   1.80    1.18  4.00  3.00
   1.80    0.97 -4.00  1.50
   1.80    1.09 -3.50  2.50
   1.80    1.03 -4.00  2.00
   1.81    1.17  4.50  3.00
   1.81    1.21  0.00  3.50
   1.82    1.10 -5.00 -1.50
   1.82    0.98 -4.50  0.00
   1.83    1.18  5.00  3.00
   1.83    1.23 -1.00  3.50
   1.84    1.21 -0.50  3.50
   1.85    1.21  0.50  3.50
   1.87    1.20  1.00  3.50
   1.87    1.19  1.50  3.50
   1.87    1.13 -3.00  3.00
   1.87    0.97 -4.50  0.50
   1.87    1.18  2.00  3.50
   1.88    1.22  3.00  3.50
   1.88    1.22  2.50  3.50
   1.89    1.08 -5.00 -1.00
   1.89    1.23 -1.50  3.50
   1.90    1.09 -4.00  2.50
   1.91    1.22  3.50  3.50
   1.91    1.19 -2.00  3.50
   1.92    1.22  4.50  3.50
   1.92    1.01 -4.50  1.50
   1.93    1.23  4.00  3.50
   1.93    1.00 -4.50  1.00
   1.94    1.05 -4.50  2.00
   1.94    1.21  5.00  3.50
   1.95    1.18 -2.50  3.50
   1.96    1.07 -5.00 -0.50
   1.97    1.26 -0.50  4.00
   1.97    1.13 -3.50  3.00
   1.98    1.13 -4.50  2.50
   1.98    1.22  1.00  4.00
   1.98    1.27 -1.00  4.00
   2.00    1.22  0.50  4.00
   2.00    1.22  2.00  4.00
   2.01    1.26 -1.50  4.00
   2.01    1.23  0.00  4.00
   2.02    1.18 -4.00  3.00
   2.02    1.26  3.00  4.00
   2.02    1.21  1.50  4.00
   2.02    1.04 -5.00  0.50
   2.03    1.01 -5.00  0.00
   2.03    1.25  2.50  4.00
   2.03    1.17 -3.00  3.50
   2.03    1.26  3.50  4.00
   2.04    1.26  4.00  4.00
   2.07    1.25  4.50  4.00
   2.07    1.04 -5.00  1.00
   2.07    1.07 -5.00  2.00
   2.07    1.24 -2.00  4.00
   2.08    1.03 -5.00  1.50
   2.09    1.25  5.00  4.00
   2.09    1.27 -0.50  4.50
   2.10    1.26  1.00  4.50
   2.11    1.19 -4.50  3.00
   2.11    1.26  0.00  4.50
   2.12    1.25  1.50  4.50
   2.13    1.26 -2.50  4.00
   2.14    1.29  3.00  4.50
   2.14    1.22  0.50  4.50
   2.14    1.15 -3.50  3.50
   2.15    1.15 -5.00  2.50
   2.15    1.30 -1.00  4.50
   2.15    1.29  4.00  4.50
   2.15    1.24  2.00  4.50
   2.15    1.29  3.50  4.50
   2.16    1.27  2.50  4.50
   2.16    1.32 -1.50  4.50
   2.16    1.20 -4.00  3.50
   2.17    1.29  4.50  4.50
   2.18    1.24 -3.00  4.00
   2.19    1.31 -2.00  4.50
   2.20    1.28  5.00  4.50
   2.23    1.26  1.00  5.00
   2.23    1.29  2.00  5.00
   2.23    1.30  2.50  5.00
   2.23    1.29 -2.50  4.50
   2.24    1.29  1.50  5.00
   2.24    1.26 -4.50  3.50
   2.24    1.24 -5.00  3.00
   2.24    1.29  3.50  5.00
   2.24    1.21 -3.50  4.00
   2.25    1.29  3.00  5.00
   2.25    1.32 -1.00  5.00
   2.25    1.29 -0.50  5.00
   2.25    1.22  0.50  5.00
   2.26    1.27  0.00  5.00
   2.27    1.29  4.00  5.00
   2.28    1.32  4.50  5.00
   2.29    1.32  5.00  5.00
   2.29    1.32 -1.50  5.00
   2.30    1.26 -3.00  4.50
   2.31    1.19 -4.00  4.00
   2.31    1.25 -5.00  3.50
   2.31    1.32 -2.00  5.00
   2.33    1.23 -4.50  4.00
   2.33    1.32 -2.50  5.00
   2.36    1.24 -3.50  4.50
   2.40    1.25 -5.00  4.00
   2.41    1.22 -4.00  4.50
   2.42    1.30 -3.00  5.00
   2.46    1.24 -4.50  4.50
   2.47    1.29 -3.50  5.00
   2.48    1.26 -5.00  4.50
   2.51    1.28 -4.00  5.00
   2.59    1.27 -4.50  5.00
   2.61    1.26 -5.00  5.00
