   mean     std    e1    e2
   0.95    0.76  4.50 -1.00
   0.96    0.75  4.00 -0.50
   0.96    0.70  3.50 -1.50
   0.96    0.82 -1.00 -3.00
   0.96    0.78 -0.50  1.00
   0.96    0.63  2.00 -2.00
   0.97    0.77  2.00  1.00
   0.97    0.78 -0.50 -3.00
   0.97    0.74  0.00 -3.00
   0.97    0.71 -2.00 -1.00
   0.97    0.73  4.00 -1.50
   0.98    0.77  4.00  0.00
   0.98    0.68  1.50 -2.50
   0.98    0.79 -1.50 -2.50
   0.98    0.79  4.00  0.50
   0.98    0.73 -2.00 -0.50
   0.99    0.74 -2.00 -1.50
   0.99    0.75 -1.50  0.50
   0.99    0.82  5.00 -1.00
   0.99    0.79  2.50  1.00
   0.99    0.74  0.50 -3.00
   0.99    0.86 -1.50 -3.00
   0.99    0.79  4.50 -0.50
   1.00    0.67  2.50 -2.00
   1.00    0.76  4.50 -1.50
   1.00    0.81  1.00  1.50
   1.00    0.78 -2.00 -2.00
   1.01    0.84 -2.00 -2.50
   1.01    0.84  0.50  1.50
   1.01    0.81  3.00  1.00
   1.01    0.82  4.50  0.50
   1.01    0.78  4.50  0.00
   1.01    0.75  1.00 -3.00
   1.01    0.86 -1.00 -3.50
   1.02    0.80  5.00 -1.50
   1.02    0.68  3.00 -2.00
   1.02    0.84 -0.50 -3.50
   1.03    0.85  3.50  1.00
   1.03    0.82  5.00 -0.50
   1.03    0.72  4.00 -2.00
   1.03    0.87 -0.50 -4.00
   1.03    0.70  3.50 -2.00
   1.04    0.79  1.00 -3.50
   1.04    0.76  4.50 -2.00
   1.04    0.82 -2.00  0.00
   1.04    0.68  2.00 -2.50
   1.04    0.80  5.00  0.00
   1.04    0.81  0.00 -3.50
   1.05    0.83  0.00  1.50
   1.05    0.83  4.00  1.00
   1.06    0.82  0.50 -3.50
   1.06    0.82  5.00  0.50
   1.06    0.89 -2.00 -3.00
   1.06    0.74  1.50 -3.00
   1.06    0.88 -1.50 -3.50
   1.06    0.68  2.50 -2.50
   1.06    0.90 -1.00 -4.00
   1.06    0.81  1.50  1.50
   1.06    0.79 -2.50 -1.00
   1.06    0.80  5.00 -2.00
   1.06    0.67  3.00 -2.50
   1.07    0.72  4.00 -2.50
   1.07    0.74 -1.00  1.00
   1.07    0.83  0.00 -4.00
   1.07    0.85  0.50 -4.00
   1.08    0.69  3.50 -2.50
   1.08    0.72  2.00 -3.00
   1.09    0.77  2.00  1.50
   1.09    0.77  1.50 -3.50
   1.09    0.88 -0.50 -4.50
   1.09    0.79  2.50  1.50
   1.09    0.82  5.00 -2.50
   1.09    0.88  4.50  1.00
   1.09    0.71  2.50 -3.00
   1.09    0.76  2.00 -3.50
   1.09    0.80 -2.50 -1.50
   1.10    0.84  1.00 -4.00
   1.10    0.92 -1.50 -4.00
   1.10    0.78  4.50 -2.50
   1.10    0.92 -2.00 -3.50
   1.10    0.72  3.00 -3.00
   1.10    0.89  5.00  1.00
   1.11    0.92 -1.00 -4.50
   1.11    0.88  0.00 -4.50
   1.12    0.85 -2.50 -2.00
   1.12    0.86  0.50 -4.50
   1.12    0.73  3.50 -3.00
   1.12    0.89 -2.50 -2.50
   1.12    0.83  3.00  1.50
   1.12    0.95 -2.50 -3.00
   1.12    0.84  0.50  2.00
   1.12    0.78 -2.00  0.50
   1.12    0.87  1.00  2.00
   1.13    0.81 -2.50 -0.50
   1.13    0.75  2.50 -3.50
   1.13    0.78  2.00 -4.00
   1.13    0.94 -2.00 -4.00
   1.13    0.77  4.00 -3.00
   1.13    0.85  1.00 -4.50
   1.13    0.99 -2.50 -3.50
   1.14    0.81  1.50 -4.00
   1.14    0.85  1.50  2.00
   1.14    0.80 -0.50  1.50
   1.14    0.75  3.00 -3.50
   1.15    0.78  2.50 -4.00
   1.15    0.79  4.50 -3.00
   1.15    0.92 -0.50 -5.00
   1.15    0.83 -2.50  0.00
   1.15    0.89  0.50 -5.00
   1.15    0.85  5.00 -3.00
   1.16    0.77  3.00 -4.00
   1.16    0.91  0.00 -5.00
   1.16    0.90  1.00 -5.00
   1.16    0.84  2.00 -4.50
   1.16    0.96 -1.50 -4.50
   1.16    0.77  3.50 -3.50
   1.16    0.85  1.50 -4.50
   1.17    0.96 -1.00 -5.00
   1.18    0.86  5.00 -3.50
   1.18    0.74 -1.50  1.00
   1.18    0.82  2.50 -4.50
   1.18    0.81  3.00 -4.50
   1.18    0.84  4.50 -3.50
   1.18    0.85  3.50  1.50
   1.18    0.81  3.50 -4.00
   1.18    0.98 -2.00 -4.50
   1.19    0.83  2.00  2.00
   1.19    0.79  4.00 -3.50
   1.19    0.88  1.50 -5.00
   1.19    0.87  4.00  1.50
   1.19    0.82  0.00  2.00
   1.19    1.03 -2.50 -4.00
   1.20    0.88  5.00 -4.00
   1.20    0.90  5.00  1.50
   1.20    0.86  4.50 -4.00
   1.21    0.88  4.50  1.50
   1.21    0.84  2.50  2.00
   1.21    1.00 -1.50 -5.00
   1.21    0.88  2.00 -5.00
   1.22    0.84  2.50 -5.00
   1.22    0.83  3.50 -4.50
   1.22    0.83  4.00 -4.00
   1.22    0.84  3.00 -5.00
   1.23    0.91 -3.00 -1.50
   1.23    0.88  5.00 -4.50
   1.23    0.85  4.00 -4.50
   1.23    1.07 -2.50 -4.50
   1.23    0.96 -3.00 -2.50
   1.23    1.00 -3.00 -3.00
   1.24    0.94 -3.00 -2.00
   1.24    1.02 -3.00 -3.50
   1.24    0.84  3.00  2.00
   1.25    0.87  4.50 -4.50
   1.25    0.89 -3.00 -1.00
   1.25    0.88  3.50 -5.00
   1.26    0.87  4.00 -5.00
   1.26    0.78 -1.00  1.50
   1.26    0.87  4.50 -5.00
   1.27    1.04 -2.00 -5.00
   1.27    1.08 -3.00 -4.00
   1.27    0.80 -2.50  0.50
   1.28    0.82 -0.50  2.00
   1.29    0.88  5.00 -5.00
   1.29    1.13 -3.00 -4.50
   1.30    0.90 -3.00 -0.50
   1.30    0.85  3.50  2.00
   1.31    0.93  1.50  2.50
   1.31    1.09 -2.50 -5.00
   1.31    1.05 -3.50 -3.00
   1.32    0.95 -3.50 -1.50
   1.32    0.79 -2.00  1.00
   1.33    0.89  4.50  2.00
   1.33    0.93 -3.00  0.00
   1.33    1.08 -3.50 -3.50
   1.33    0.86  4.00  2.00
   1.34    0.93  1.00  2.50
   1.34    0.97 -3.50 -2.00
   1.34    0.90  0.50  2.50
   1.34    0.99 -3.50 -2.50
   1.35    0.92  2.00  2.50
   1.35    0.79 -1.50  1.50
   1.35    1.17 -3.00 -5.00
   1.36    1.12 -3.50 -4.00
   1.36    0.93  5.00  2.00
   1.36    0.94 -3.50 -1.00
   1.36    0.84 -1.00  2.00
   1.37    0.90  2.50  2.50
   1.38    1.16 -3.50 -4.50
   1.38    1.21 -3.50 -5.00
   1.41    0.92  3.00  2.50
   1.42    0.90  0.00  2.50
   1.42    1.09 -4.00 -3.00
   1.43    1.03 -4.00 -2.50
   1.43    0.98 -3.50 -0.50
   1.44    0.92  3.50  2.50
   1.45    1.22 -4.00 -4.50
   1.46    1.19 -4.00 -4.00
   1.46    1.04 -4.00 -2.00
   1.47    0.91  4.00  2.50
   1.47    1.16 -4.00 -3.50
   1.47    1.01  1.50  3.00
   1.47    0.96 -3.50  0.00
   1.47    1.03 -4.00 -1.50
   1.48    0.91 -3.00  0.50
   1.48    1.00  2.00  3.00
   1.48    0.85 -2.50  1.00
   1.49    0.91 -0.50  2.50
   1.49    0.96  2.50  3.00
   1.50    1.04 -4.00 -1.00
   1.50    0.80 -2.00  1.50
   1.50    0.93  4.50  2.50
   1.50    0.99  1.00  3.00
   1.51    1.26 -4.00 -5.00
   1.51    0.81 -1.50  2.00
   1.52    0.96  5.00  2.50
   1.52    1.16 -4.50 -3.00
   1.52    0.95  3.00  3.00
   1.53    1.11 -4.50 -2.50
   1.53    0.97  3.50  3.00
   1.54    1.20 -4.50 -3.50
   1.54    1.22 -4.50 -4.00
   1.54    0.97  0.50  3.00
   1.55    1.01 -4.00 -0.50
   1.55    1.26 -4.50 -4.50
   1.57    0.96  4.00  3.00
   1.57    1.31 -4.50 -5.00
   1.57    1.09 -4.50 -2.00
   1.59    0.95  4.50  3.00
   1.60    0.96  0.00  3.00
   1.60    0.90 -1.00  2.50
   1.60    1.09 -4.50 -1.50
   1.61    0.99  5.00  3.00
   1.61    1.07  1.50  3.50
   1.61    1.06  2.00  3.50
   1.62    1.05  2.50  3.50
   1.63    1.32 -5.00 -5.00
   1.63    0.83 -2.50  1.50
   1.63    1.02 -4.00  0.00
   1.63    0.94 -3.00  1.00
   1.64    1.29 -5.00 -4.00
   1.64    1.26 -5.00 -3.50
   1.64    1.03  3.50  3.50
   1.64    1.03  1.00  3.50
   1.65    1.23 -5.00 -3.00
   1.65    0.82 -2.00  2.00
   1.65    0.94 -0.50  3.00
   1.65    1.28 -5.00 -4.50
   1.65    1.04  3.00  3.50
   1.65    1.13 -4.50 -1.00
   1.66    0.93 -3.50  0.50
   1.67    1.18 -5.00 -2.50
   1.69    1.02  4.00  3.50
   1.69    1.15 -5.00 -2.00
   1.69    0.88 -1.50  2.50
   1.70    1.01  0.50  3.50
   1.70    1.16 -5.00 -1.50
   1.71    1.08 -4.50 -0.50
   1.72    1.03  5.00  3.50
   1.72    1.03  4.50  3.50
   1.72    1.02  0.00  3.50
   1.74    0.96 -1.00  3.00
   1.74    0.98 -3.50  1.00
   1.74    1.13  2.00  4.00
   1.75    1.15  2.50  4.00
   1.75    1.11  1.50  4.00
   1.75    1.18 -5.00 -1.00
   1.75    1.01 -0.50  3.50
   1.76    1.09  3.50  4.00
   1.76    1.13  3.00  4.00
   1.78    1.00 -4.00  0.50
   1.78    0.88 -3.00  1.50
   1.78    1.04  1.00  4.00
   1.79    1.09  4.00  4.00
   1.79    1.10 -4.50  0.00
   1.79    0.89 -2.00  2.50
   1.80    0.82 -2.50  2.00
   1.80    1.04  0.50  4.00
   1.82    1.10  5.00  4.00
   1.82    1.14 -5.00 -0.50
   1.82    1.07  4.50  4.00
   1.84    0.96 -1.50  3.00
   1.85    1.03  0.00  4.00
   1.85    1.00 -4.00  1.00
   1.86    1.16  3.00  4.50
   1.86    1.17  2.50  4.50
   1.87    0.98 -1.00  3.50
   1.87    1.15  2.00  4.50
   1.89    1.16  4.00  4.50
   1.89    1.08 -4.50  0.50
   1.90    1.13  3.50  4.50
   1.90    0.92 -3.50  1.50
   1.90    1.13  1.50  4.50
   1.90    1.11 -5.00  0.00
   1.92    1.14  4.50  4.50
   1.92    0.90 -3.00  2.00
   1.93    1.11  5.00  4.50
   1.93    0.96 -2.00  3.00
   1.94    1.10  1.00  4.50
   1.94    1.09  0.50  4.50
   1.95    0.99 -1.50  3.50
   1.95    0.87 -2.50  2.50
   1.95    1.17  4.00  5.00
   1.96    1.17  3.50  5.00
   1.96    1.03 -0.50  4.00
   1.96    1.20  2.50  5.00
   1.97    1.15  4.50  5.00
   1.97    1.17  3.00  5.00
   1.98    1.15 -5.00  0.50
   1.98    1.08 -4.50  1.00
   1.98    1.15  5.00  5.00
   1.99    1.16  2.00  5.00
   1.99    0.98 -4.00  1.50
   2.00    1.02 -1.00  4.00
   2.01    1.15  1.50  5.00
   2.04    0.95 -3.50  2.00
   2.04    0.93 -3.00  2.50
   2.07    1.01 -2.00  3.50
   2.07    1.11  1.00  5.00
   2.07    1.02 -1.50  4.00
   2.08    1.06  0.00  4.50
   2.08    0.97 -2.50  3.00
   2.10    1.14 -5.00  1.00
   2.11    1.07 -0.50  4.50
   2.11    1.05 -4.50  1.50
   2.13    1.12  0.50  5.00
   2.13    0.97 -4.00  2.00
   2.16    0.96 -3.50  2.50
   2.16    1.02 -1.00  4.50
   2.18    1.08  0.00  5.00
   2.18    0.98 -3.00  3.00
   2.18    1.01 -2.50  3.50
   2.21    1.02 -2.00  4.00
   2.21    1.11 -5.00  1.50
   2.23    1.06 -0.50  5.00
   2.24    1.03 -4.50  2.00
   2.25    1.07 -1.50  4.50
   2.27    1.00 -3.50  3.00
   2.28    1.02 -4.00  2.50
   2.28    1.01 -3.00  3.50
   2.29    1.05 -1.00  5.00
   2.30    1.04 -2.50  4.00
   2.35    1.10 -5.00  2.00
   2.38    1.05 -4.50  2.50
   2.38    1.08 -1.50  5.00
   2.38    1.03 -2.00  4.50
   2.38    1.03 -4.00  3.00
   2.40    0.98 -3.50  3.50
   2.41    1.02 -3.00  4.00
   2.43    1.08 -5.00  2.50
   2.44    1.06 -2.00  5.00
   2.44    1.04 -2.50  4.50
   2.46    1.05 -4.50  3.00
   2.48    0.98 -3.50  4.00
   2.49    1.01 -4.00  3.50
   2.51    1.00 -3.00  4.50
   2.52    1.01 -2.50  5.00
   2.53    1.06 -5.00  3.00
   2.57    1.02 -4.50  3.50
   2.57    1.06 -3.50  4.50
   2.59    1.01 -3.00  5.00
   2.59    1.03 -4.00  4.00
   2.63    1.05 -5.00  3.50
   2.64    1.04 -3.50  5.00
   2.66    1.05 -4.00  4.50
   2.67    1.03 -4.50  4.00
   2.71    1.07 -4.00  5.00
   2.71    1.05 -5.00  4.00
   2.74    1.06 -4.50  4.50
   2.78    1.08 -4.50  5.00
   2.80    1.04 -5.00  4.50
   2.86    1.09 -5.00  5.00
