   mean     std    e1    e2
   1.74    1.13  0.00 -4.50
   1.74    1.03 -0.50 -3.00
   1.75    1.03 -1.00 -0.50
   1.76    1.17 -1.50  2.50
   1.80    1.08 -0.50 -3.50
   1.82    1.18  0.00 -5.00
   1.82    1.05 -1.00 -1.00
   1.82    1.17 -1.50  2.00
   1.84    1.31 -2.00  5.00
   1.87    1.13 -0.50 -4.00
   1.87    1.09 -1.00 -1.50
   1.87    1.16 -1.50  1.50
   1.88    1.30 -2.00  4.50
   1.91    1.29 -2.00  4.00
   1.92    1.16 -1.50  1.00
   1.94    1.20 -0.50 -4.50
   1.95    1.12 -1.00 -2.00
   1.96    1.29 -2.00  3.50
   1.98    1.16 -1.50  0.50
   2.00    1.15 -1.00 -2.50
   2.00    1.28 -2.00  3.00
   2.01    1.25 -0.50 -5.00
   2.02    1.16 -1.50  0.00
   2.06    1.27 -2.00  2.50
   2.07    1.16 -1.50 -0.50
   2.08    1.18 -1.00 -3.00
   2.11    1.27 -2.00  2.00
   2.11    1.40 -2.50  5.00
   2.13    1.18 -1.50 -1.00
   2.13    1.24 -1.00 -3.50
   2.14    1.39 -2.50  4.50
   2.15    1.26 -2.00  1.50
   2.16    1.38 -2.50  4.00
   2.18    1.26 -2.00  1.00
   2.18    1.22 -1.50 -1.50
   2.19    1.37 -2.50  3.50
   2.20    1.26 -1.00 -4.00
   2.22    1.26 -2.00  0.50
   2.23    1.25 -1.50 -2.00
   2.24    1.36 -2.50  3.00
   2.25    1.29 -1.00 -4.50
   2.27    1.35 -2.50  2.50
   2.27    1.26 -1.50 -2.50
   2.27    1.27 -2.00  0.00
   2.28    1.33 -1.00 -5.00
   2.28    1.44 -3.00  5.00
   2.30    1.44 -3.00  4.50
   2.32    1.36 -2.50  2.00
   2.33    1.43 -3.00  4.00
   2.33    1.30 -1.50 -3.00
   2.34    1.28 -2.00 -0.50
   2.36    1.35 -2.50  1.50
   2.37    1.41 -3.00  3.50
   2.37    1.33 -1.50 -3.50
   2.38    1.29 -2.00 -1.00
   2.40    1.35 -2.50  1.00
   2.42    1.35 -1.50 -4.00
   2.42    1.41 -3.00  3.00
   2.42    1.32 -2.00 -1.50
   2.43    1.47 -3.50  5.00
   2.45    1.36 -2.50  0.50
   2.46    1.41 -3.00  2.50
   2.46    1.34 -2.00 -2.00
   2.47    1.48 -3.50  4.50
   2.47    1.36 -1.50 -4.50
   2.48    1.36 -2.50  0.00
   2.51    1.41 -3.00  2.00
   2.51    1.35 -2.00 -2.50
   2.51    1.37 -2.50 -0.50
   2.51    1.46 -3.50  4.00
   2.52    1.38 -1.50 -5.00
   2.53    1.41 -3.00  1.50
   2.55    1.37 -2.00 -3.00
   2.55    1.46 -3.50  3.50
   2.56    1.50 -4.00  5.00
   2.56    1.37 -2.50 -1.00
   2.57    1.40 -3.00  1.00
   2.57    1.38 -2.00 -3.50
   2.59    1.46 -3.50  3.00
   2.60    1.38 -2.50 -1.50
   2.61    1.40 -3.00  0.50
   2.61    1.49 -4.00  4.50
   2.62    1.45 -3.50  2.50
   2.62    1.40 -2.00 -4.00
   2.63    1.40 -3.00  0.00
   2.64    1.40 -2.50 -2.00
   2.65    1.48 -4.00  4.00
   2.65    1.44 -3.50  2.00
   2.65    1.42 -2.00 -4.50
   2.67    1.41 -3.00 -0.50
   2.67    1.51 -4.50  5.00
   2.67    1.40 -2.50 -2.50
   2.69    1.48 -4.00  3.50
   2.69    1.44 -3.50  1.50
   2.70    1.43 -2.00 -5.00
   2.71    1.41 -3.00 -1.00
   2.72    1.41 -2.50 -3.00
   2.72    1.50 -4.50  4.50
   2.72    1.44 -3.50  1.00
   2.72    1.47 -4.00  3.00
   2.72    1.46 -4.00  2.50
   2.73    1.50 -4.50  4.00
   2.73    1.42 -2.50 -3.50
   2.74    1.44 -3.50  0.50
   2.75    1.43 -3.00 -1.50
   2.75    1.43 -2.50 -4.00
   2.76    1.48 -4.50  3.50
   2.77    1.46 -3.50  0.00
   2.77    1.46 -4.00  2.00
   2.77    1.43 -3.00 -2.00
   2.78    1.51 -5.00  5.00
   2.78    1.46 -4.00  1.50
   2.79    1.46 -2.50 -4.50
   2.79    1.51 -5.00  4.50
   2.79    1.43 -3.00 -2.50
   2.79    1.45 -3.50 -0.50
   2.80    1.47 -4.50  3.00
   2.81    1.43 -3.00 -3.00
   2.81    1.47 -2.50 -5.00
   2.81    1.47 -4.00  1.00
   2.82    1.49 -5.00  4.00
   2.83    1.47 -4.50  2.50
   2.83    1.47 -4.00  0.50
   2.84    1.45 -3.50 -1.00
   2.84    1.43 -3.00 -3.50
   2.85    1.49 -5.00  3.50
   2.85    1.47 -3.50 -1.50
   2.85    1.48 -4.50  2.00
   2.86    1.47 -4.00  0.00
   2.87    1.49 -5.00  3.00
   2.88    1.47 -4.50  1.50
   2.88    1.46 -3.50 -2.00
   2.88    1.43 -3.00 -4.00
   2.88    1.48 -4.00 -0.50
   2.89    1.46 -3.50 -2.50
   2.89    1.47 -4.50  1.00
   2.90    1.46 -3.00 -4.50
   2.90    1.46 -3.50 -3.00
   2.90    1.49 -5.00  2.50
   2.91    1.48 -4.50  0.50
   2.91    1.47 -4.00 -1.00
   2.92    1.49 -5.00  2.00
   2.92    1.48 -3.00 -5.00
   2.93    1.47 -4.00 -1.50
   2.93    1.48 -5.00  1.50
   2.93    1.46 -3.50 -3.50
   2.93    1.48 -4.50  0.00
   2.95    1.47 -4.00 -2.00
   2.95    1.49 -5.00  1.00
   2.95    1.48 -4.50 -0.50
   2.96    1.47 -3.50 -4.00
   2.97    1.47 -4.00 -2.50
   2.97    1.47 -4.50 -1.00
   2.98    1.49 -5.00  0.50
   2.99    1.47 -3.50 -4.50
   2.99    1.49 -5.00  0.00
   2.99    1.47 -4.50 -1.50
   2.99    1.48 -4.00 -3.00
   2.99    1.49 -3.50 -5.00
   3.00    1.49 -5.00 -0.50
   3.01    1.47 -4.00 -3.50
   3.02    1.47 -4.50 -2.00
   3.02    1.48 -5.00 -1.00
   3.03    1.48 -4.00 -4.00
   3.04    1.48 -4.50 -2.50
   3.04    1.48 -5.00 -1.50
   3.04    1.48 -4.00 -4.50
   3.06    1.48 -4.50 -3.00
   3.07    1.49 -4.00 -5.00
   3.07    1.48 -5.00 -2.00
   3.07    1.48 -4.50 -3.50
   3.09    1.48 -5.00 -2.50
   3.09    1.47 -5.00 -3.00
   3.10    1.48 -4.50 -4.00
   3.11    1.49 -4.50 -4.50
   3.11    1.48 -5.00 -3.50
   3.12    1.50 -4.50 -5.00
   3.13    1.48 -5.00 -4.00
   3.14    1.49 -5.00 -4.50
   3.15    1.49 -5.00 -5.00
