   mean     std    e1    e2
   0.50    0.91 -2.00 -3.00
   0.51    0.60  3.50 -0.50
   0.52    0.84 -1.50 -2.50
   0.52    0.59  4.00 -0.50
   0.52    0.66 -0.50 -1.50
   0.53    0.66  0.00 -0.50
   0.53    0.59  4.50 -0.50
   0.53    0.76 -1.00 -2.00
   0.54    0.70  0.00  0.00
   0.54    0.59  5.00 -0.50
   0.54    1.13 -4.00 -4.50
   0.54    1.09 -3.50 -4.00
   0.55    1.18 -4.50 -5.00
   0.57    1.05 -3.00 -3.50
   0.58    0.66  1.00  0.00
   0.59    0.99 -2.50 -3.00
   0.59    0.66 -0.50 -0.50
   0.60    0.66 -0.50 -1.00
   0.62    1.24 -5.00 -5.00
   0.62    1.20 -4.50 -4.50
   0.63    1.16 -4.00 -4.00
   0.63    0.65  1.50  0.00
   0.63    0.91 -2.00 -2.50
   0.65    0.82 -0.50  0.00
   0.65    1.11 -3.50 -3.50
   0.66    0.82 -1.50 -2.00
   0.66    0.73 -1.00 -1.50
   0.67    0.65  2.00  0.00
   0.69    1.26 -5.00 -4.50
   0.69    1.05 -3.00 -3.00
   0.69    0.65  2.50  0.00
   0.72    0.70 -1.00 -1.00
   0.72    0.65  3.00  0.00
   0.72    1.22 -4.50 -4.00
   0.73    0.72 -1.00 -0.50
   0.73    0.66  3.50  0.00
   0.73    0.66  4.00  0.00
   0.73    0.98 -2.50 -2.50
   0.73    0.67  4.50  0.00
   0.75    1.16 -4.00 -3.50
   0.75    0.68  5.00  0.00
   0.76    0.81 -1.00  0.00
   0.76    0.83  0.00  0.50
   0.76    0.83 -0.50  0.50
   0.77    0.79 -1.50 -1.50
   0.77    0.89 -2.00 -2.00
   0.78    0.81  0.50  0.50
   0.78    1.11 -3.50 -3.00
   0.81    1.27 -5.00 -4.00
   0.81    0.84 -1.00  0.50
   0.82    1.04 -3.00 -2.50
   0.83    0.75 -1.50 -1.00
   0.84    1.23 -4.50 -3.50
   0.86    0.82  1.00  0.50
   0.86    0.85 -2.00 -1.50
   0.86    0.95 -2.50 -2.00
   0.87    0.74 -1.50 -0.50
   0.88    1.17 -4.00 -3.00
   0.89    0.80 -1.50  0.00
   0.90    0.83  1.50  0.50
   0.91    0.85 -1.50  0.50
   0.92    1.26 -5.00 -3.50
   0.93    1.10 -3.50 -2.50
   0.93    0.81  2.00  0.50
   0.95    0.83 -2.00 -1.00
   0.95    0.79  2.50  0.50
   0.96    1.01 -3.00 -2.00
   0.96    0.91 -2.50 -1.50
   0.97    1.21 -4.50 -3.00
   0.98    0.79  3.00  0.50
   0.99    0.80  3.50  0.50
   0.99    0.78 -2.00 -0.50
   1.01    0.80  4.00  0.50
   1.02    0.80  4.50  0.50
   1.03    0.79  5.00  0.50
   1.03    1.15 -4.00 -2.50
   1.03    0.82 -2.00  0.00
   1.04    0.90  0.00  1.00
   1.05    0.90  0.50  1.00
   1.06    1.07 -3.50 -2.00
   1.06    0.89 -0.50  1.00
   1.06    1.26 -5.00 -3.00
   1.08    0.84 -2.00  0.50
   1.09    0.90  1.00  1.00
   1.09    0.98 -3.00 -1.50
   1.09    0.88 -1.00  1.00
   1.10    0.89 -2.50 -1.00
   1.13    0.90  1.50  1.00
   1.13    0.86 -2.50 -0.50
   1.13    1.21 -4.50 -2.50
   1.15    0.87 -1.50  1.00
   1.17    0.91  2.00  1.00
   1.19    1.13 -4.00 -2.00
   1.19    0.93 -3.00 -1.00
   1.20    0.92  2.50  1.00
   1.21    0.83 -2.50  0.00
   1.21    0.93  3.00  1.00
   1.22    1.02 -3.50 -1.50
   1.24    0.91  3.50  1.00
   1.25    1.24 -5.00 -2.50
   1.25    0.88 -2.00  1.00
   1.25    0.92  4.00  1.00
   1.25    0.88 -2.50  0.50
   1.26    0.93  4.50  1.00
   1.27    0.94  5.00  1.00
   1.29    0.90 -3.00 -0.50
   1.31    0.99  0.50  1.50
   1.31    0.95  0.00  1.50
   1.32    1.17 -4.50 -2.00
   1.33    0.94 -0.50  1.50
   1.33    0.97  1.00  1.50
   1.34    0.98 -3.50 -1.00
   1.34    0.92 -1.00  1.50
   1.36    0.90 -3.00  0.00
   1.36    1.09 -4.00 -1.50
   1.36    0.92 -2.50  1.00
   1.36    0.96  1.50  1.50
   1.37    0.90 -1.50  1.50
   1.39    0.97  2.00  1.50
   1.40    0.97  2.50  1.50
   1.42    0.91 -3.00  0.50
   1.42    0.98  3.00  1.50
   1.43    0.99  3.50  1.50
   1.44    0.99  4.00  1.50
   1.44    1.01  4.50  1.50
   1.44    0.96 -3.50 -0.50
   1.45    1.20 -5.00 -2.00
   1.45    1.00  5.00  1.50
   1.47    0.91 -2.00  1.50
   1.48    0.96 -3.00  1.00
   1.50    0.95 -3.50  0.00
   1.50    1.13 -4.50 -1.50
   1.51    1.07 -4.00 -1.00
   1.54    1.05  0.50  2.00
   1.54    1.06  0.00  2.00
   1.56    1.04  1.00  2.00
   1.57    1.04 -0.50  2.00
   1.57    1.04  2.00  2.00
   1.57    1.03  1.50  2.00
   1.57    0.92 -2.50  1.50
   1.59    1.02 -1.00  2.00
   1.59    1.06  2.50  2.00
   1.60    0.95 -3.50  0.50
   1.61    1.04 -4.00 -0.50
   1.61    1.16 -5.00 -1.50
   1.61    1.07  3.00  2.00
   1.62    1.00 -3.50  1.00
   1.62    1.11 -4.50 -1.00
   1.64    1.02 -1.50  2.00
   1.64    1.08  3.50  2.00
   1.64    1.08  4.00  2.00
   1.65    1.09  4.50  2.00
   1.65    0.95 -3.00  1.50
   1.66    1.09  5.00  2.00
   1.68    1.03 -4.00  0.00
   1.71    1.02 -2.00  2.00
   1.73    1.09 -4.50 -0.50
   1.74    1.01 -3.50  1.50
   1.75    1.13 -5.00 -1.00
   1.76    1.00 -4.00  0.50
   1.77    1.03 -4.00  1.00
   1.78    1.01 -2.50  2.00
   1.78    1.13  0.00  2.50
   1.79    1.14  0.50  2.50
   1.79    1.15  1.00  2.50
   1.80    1.14  2.00  2.50
   1.80    1.13  1.50  2.50
   1.81    1.11 -0.50  2.50
   1.81    1.16  3.00  2.50
   1.81    1.14  2.50  2.50
   1.82    1.16  3.50  2.50
   1.82    1.08 -4.50  0.00
   1.82    1.17  4.00  2.50
   1.83    1.17  4.50  2.50
   1.84    1.01 -3.00  2.00
   1.84    1.05 -4.00  1.50
   1.85    1.11 -5.00 -0.50
   1.85    1.16  5.00  2.50
   1.85    1.11 -1.00  2.50
   1.88    1.03 -4.50  0.50
   1.89    1.04 -4.50  1.00
   1.90    1.11 -1.50  2.50
   1.92    1.11 -2.00  2.50
   1.93    1.04 -3.50  2.00
   1.94    1.10 -5.00  0.00
   1.95    1.09 -4.50  1.50
   1.98    1.18  2.50  3.00
   1.99    1.18  3.00  3.00
   1.99    1.18  2.00  3.00
   1.99    1.17  1.00  3.00
   1.99    1.17  1.50  3.00
   2.00    1.18  3.50  3.00
   2.00    1.05 -4.00  2.00
   2.00    1.20  4.00  3.00
   2.01    1.05 -5.00  0.50
   2.01    1.10 -2.50  2.50
   2.01    1.17  0.50  3.00
   2.01    1.20  4.50  3.00
   2.02    1.21  5.00  3.00
   2.02    1.18  0.00  3.00
   2.03    1.18 -0.50  3.00
   2.04    1.06 -5.00  1.00
   2.07    1.15 -1.00  3.00
   2.07    1.07 -3.00  2.50
   2.08    1.10 -5.00  1.50
   2.08    1.16 -1.50  3.00
   2.11    1.07 -4.50  2.00
   2.12    1.08 -3.50  2.50
   2.13    1.15 -2.00  3.00
   2.17    1.20  2.00  3.50
   2.17    1.23  3.00  3.50
   2.17    1.19  1.00  3.50
   2.17    1.18  0.50  3.50
   2.17    1.20  1.50  3.50
   2.17    1.20  2.50  3.50
   2.18    1.14 -2.50  3.00
   2.18    1.24  4.50  3.50
   2.19    1.22  3.50  3.50
   2.19    1.23  4.00  3.50
   2.19    1.24  5.00  3.50
   2.19    1.10 -4.00  2.50
   2.19    1.11 -5.00  2.00
   2.20    1.18  0.00  3.50
   2.22    1.12 -3.00  3.00
   2.23    1.17 -0.50  3.50
   2.24    1.17 -1.00  3.50
   2.27    1.17 -1.50  3.50
   2.27    1.10 -4.50  2.50
   2.30    1.12 -3.50  3.00
   2.30    1.16 -2.00  3.50
   2.32    1.23  2.00  4.00
   2.32    1.23  2.50  4.00
   2.32    1.23  1.50  4.00
   2.33    1.26  5.00  4.00
   2.33    1.24  3.00  4.00
   2.33    1.24  3.50  4.00
   2.33    1.13 -5.00  2.50
   2.34    1.25  4.50  4.00
   2.34    1.25  4.00  4.00
   2.34    1.21  1.00  4.00
   2.35    1.20  0.50  4.00
   2.35    1.15 -2.50  3.50
   2.36    1.14 -4.00  3.00
   2.36    1.21  0.00  4.00
   2.39    1.19 -0.50  4.00
   2.40    1.19 -1.00  4.00
   2.40    1.15 -3.00  3.50
   2.43    1.18 -1.50  4.00
   2.44    1.25  3.00  4.50
   2.44    1.25  5.00  4.50
   2.44    1.25  2.50  4.50
   2.44    1.23  2.00  4.50
   2.45    1.24  3.50  4.50
   2.45    1.25  4.50  4.50
   2.45    1.24  4.00  4.50
   2.45    1.14 -4.50  3.00
   2.45    1.23  1.50  4.50
   2.46    1.15 -3.50  3.50
   2.47    1.18 -2.00  4.00
   2.47    1.22  1.00  4.50
   2.49    1.23  0.50  4.50
   2.50    1.23  0.00  4.50
   2.51    1.22 -0.50  4.50
   2.51    1.21 -2.50  4.00
   2.52    1.16 -4.00  3.50
   2.53    1.15 -5.00  3.00
   2.54    1.20 -1.00  4.50
   2.54    1.27  4.50  5.00
   2.55    1.28  5.00  5.00
   2.55    1.25  3.50  5.00
   2.55    1.25  4.00  5.00
   2.56    1.26  3.00  5.00
   2.56    1.25  2.50  5.00
   2.56    1.19 -3.00  4.00
   2.57    1.23  2.00  5.00
   2.58    1.20 -1.50  4.50
   2.58    1.21  1.50  5.00
   2.60    1.18 -4.50  3.50
   2.60    1.21 -3.50  4.00
   2.60    1.21  1.00  5.00
   2.61    1.21 -2.00  4.50
   2.62    1.22  0.50  5.00
   2.62    1.22  0.00  5.00
   2.64    1.23 -0.50  5.00
   2.65    1.22 -2.50  4.50
   2.66    1.17 -5.00  3.50
   2.66    1.23 -1.00  5.00
   2.67    1.19 -4.00  4.00
   2.70    1.23 -3.00  4.50
   2.71    1.22 -1.50  5.00
   2.73    1.18 -4.50  4.00
   2.74    1.24 -2.00  5.00
   2.74    1.22 -3.50  4.50
   2.76    1.18 -5.00  4.00
   2.77    1.24 -2.50  5.00
   2.80    1.22 -4.00  4.50
   2.81    1.24 -3.00  5.00
   2.85    1.25 -3.50  5.00
   2.85    1.18 -4.50  4.50
   2.89    1.19 -5.00  4.50
   2.90    1.22 -4.00  5.00
   2.96    1.21 -4.50  5.00
   3.01    1.19 -5.00  5.00
