   mean     std    e1    e2
   0.11    0.32  4.50 -3.00
   0.11    0.32  3.00  0.50
   0.12    0.33  5.00 -4.00
   0.12    0.33  3.00  0.00
   0.12    0.33  3.50 -1.50
   0.13    0.34  4.00 -2.50
   0.13    0.34  4.50 -3.50
   0.14    0.35  3.00 -0.50
   0.14    0.35  5.00 -4.50
   0.14    0.35  3.50 -2.00
   0.15    0.36  4.00 -3.00
   0.15    0.36  2.50  5.00
   0.15    0.36  2.50  4.00
   0.15    0.36  2.50  4.50
   0.15    0.36  2.50  3.00
   0.16    0.37  3.00 -1.00
   0.16    0.37  2.50  3.50
   0.16    0.37  2.50  2.50
   0.16    0.38  5.00 -5.00
   0.16    0.37  4.50 -4.00
   0.16    0.38  2.50  2.00
   0.17    0.38  2.50  1.00
   0.17    0.38  2.50  1.50
   0.17    0.38  3.50 -2.50
   0.17    0.38  4.00 -3.50
   0.18    0.39  2.50  0.50
   0.18    0.41  4.50 -4.50
   0.19    0.39  3.00 -1.50
   0.19    0.40  3.50 -3.00
   0.20    0.42  4.00 -4.00
   0.20    0.41  2.00  5.00
   0.20    0.45  4.50 -5.00
   0.21    0.41  2.00  4.50
   0.21    0.41  2.50  0.00
   0.21    0.41  2.00  4.00
   0.21    0.41  2.00  3.50
   0.21    0.41  3.00 -2.00
   0.22    0.46  4.00 -4.50
   0.22    0.42  2.00  3.00
   0.22    0.44  3.50 -3.50
   0.22    0.42  2.00  2.50
   0.22    0.42  2.50 -0.50
   0.24    0.43  3.00 -2.50
   0.24    0.43  2.00  2.00
   0.24    0.44  2.00  1.50
   0.25    0.44  2.00  1.00
   0.25    0.44  2.50 -1.00
   0.26    0.50  3.50 -4.00
   0.26    0.54  4.00 -5.00
   0.26    0.45  2.00  0.50
   0.27    0.48  3.00 -3.00
   0.28    0.45  2.50 -1.50
   0.28    0.46  1.50  5.00
   0.29    0.46  1.50  4.50
   0.29    0.46  2.00  0.00
   0.29    0.46  1.50  4.00
   0.29    0.47  1.50  2.50
   0.29    0.46  1.50  2.00
   0.29    0.47  1.50  3.50
   0.29    0.47  1.50  3.00
   0.31    0.48  1.50  1.50
   0.32    0.48  2.00 -0.50
   0.32    0.57  3.50 -4.50
   0.32    0.48  2.50 -2.00
   0.33    0.48  1.50  1.00
   0.34    0.54  3.00 -3.50
   0.36    0.49  1.00  4.00
   0.36    0.49  1.00  3.50
   0.36    0.49  2.00 -1.00
   0.36    0.51  1.00  5.00
   0.36    0.50  1.00  4.50
   0.37    0.49  1.50  0.50
   0.37    0.50  1.00  3.00
   0.37    0.51  2.50 -2.50
   0.37    0.50  1.00  2.50
   0.38    0.63  3.50 -5.00
   0.39    0.50  1.00  2.00
   0.39    0.60  3.00 -4.00
   0.40    0.50  1.50  0.00
   0.40    0.50  2.00 -1.50
   0.40    0.50  1.00  1.50
   0.42    0.56  2.50 -3.00
   0.44    0.51  1.00  1.00
   0.44    0.51  1.50 -0.50
   0.45    0.53  2.00 -2.00
   0.46    0.66  3.00 -4.50
   0.49    0.63  2.50 -3.50
   0.49    0.51  1.50 -1.00
   0.51    0.52  1.00  0.50
   0.51    0.58  2.00 -2.50
   0.51    0.54  0.50  3.00
   0.52    0.55  0.50  3.50
   0.52    0.57  0.50  5.00
   0.52    0.53  0.50  2.50
   0.53    0.56  0.50  4.00
   0.53    0.53  1.50 -1.50
   0.53    0.57  0.50  4.50
   0.54    0.53  0.50  2.00
   0.55    0.74  3.00 -5.00
   0.56    0.68  2.50 -4.00
   0.58    0.52  1.00  0.00
   0.58    0.53  0.50  1.50
   0.58    0.61  2.00 -3.00
   0.62    0.57  1.50 -2.00
   0.63    0.51  0.50  1.00
   0.64    0.50  1.00 -0.50
   0.66    0.75  2.50 -4.50
   0.67    0.70  2.00 -3.50
   0.69    0.49  1.00 -1.00
   0.69    0.61  1.50 -2.50
   0.70    0.49  0.50  0.50
   0.74    0.64  0.00  5.00
   0.74    0.64  0.00  4.50
   0.75    0.82  2.50 -5.00
   0.76    0.63  0.00  4.00
   0.76    0.74  2.00 -4.00
   0.76    0.63  0.00  3.50
   0.77    0.53  1.00 -1.50
   0.77    0.60  0.00  3.00
   0.78    0.67  1.50 -3.00
   0.80    0.56  0.00  2.50
   0.81    0.43  0.50  0.00
   0.83    0.48  0.00  2.00
   0.86    0.57  1.00 -2.00
   0.86    0.41  0.50 -0.50
   0.87    0.74  1.50 -3.50
   0.87    0.81  2.00 -4.50
   0.89    0.42  0.00  1.50
   0.90    0.63  1.00 -2.50
   0.90    0.43  0.00  1.00
   0.92    0.46  0.00  0.50
   0.92    0.46  0.50 -1.00
   0.94    0.53  0.00  0.00
   0.95    0.90  2.00 -5.00
   0.97    0.81  1.50 -4.00
   0.97    0.71  1.00 -3.00
   0.98    0.54  0.50 -1.50
   1.00    0.60  0.50 -2.00
   1.04    0.87 -0.50  5.00
   1.06    0.91  1.50 -4.50
   1.07    0.85 -0.50  4.50
   1.07    0.46  0.00 -0.50
   1.07    0.82  1.00 -3.50
   1.09    0.82 -0.50  4.00
   1.10    0.74  0.50 -2.50
   1.11    0.52  0.00 -1.00
   1.15    0.78 -0.50  3.50
   1.16    0.91  1.00 -4.00
   1.17    0.99  1.50 -5.00
   1.19    0.74 -0.50  3.00
   1.19    0.68  0.00 -1.50
   1.21    0.70 -0.50  2.50
   1.22    0.70 -0.50  2.00
   1.22    0.86  0.50 -3.00
   1.22    0.71 -0.50  1.50
   1.23    0.72 -0.50  1.00
   1.28    0.75 -0.50  0.50
   1.28    0.83  0.00 -2.00
   1.29    1.02  1.00 -4.50
   1.32    0.95  0.50 -3.50
   1.35    0.82 -0.50  0.00
   1.36    0.93  0.00 -2.50
   1.40    1.10  1.00 -5.00
   1.42    0.86 -0.50 -0.50
   1.43    1.05  0.50 -4.00
   1.44    1.04  0.00 -3.00
   1.45    1.07 -1.00  5.00
   1.49    0.88 -0.50 -1.00
   1.49    1.05 -1.00  4.50
   1.50    1.12  0.50 -4.50
   1.51    1.04 -1.00  4.00
   1.52    0.93 -0.50 -1.50
   1.54    1.02 -1.00  3.50
   1.55    1.13  0.00 -3.50
   1.60    1.20  0.50 -5.00
   1.60    1.03 -1.00  3.00
   1.61    1.03 -0.50 -2.00
   1.64    1.03 -1.00  2.50
   1.64    1.19  0.00 -4.00
   1.66    1.12 -0.50 -2.50
   1.67    1.03 -1.00  2.00
   1.71    1.03 -1.00  1.50
   1.73    1.26  0.00 -4.50
   1.73    1.17 -0.50 -3.00
   1.74    1.03 -1.00  1.00
   1.76    1.06 -1.00  0.50
   1.78    1.10 -1.00  0.00
   1.80    1.19 -1.50  5.00
   1.81    1.19 -0.50 -3.50
   1.81    1.31  0.00 -5.00
   1.82    1.12 -1.00 -0.50
   1.83    1.19 -1.50  4.50
   1.86    1.18 -1.50  4.00
   1.88    1.22 -0.50 -4.00
   1.89    1.15 -1.00 -1.00
   1.90    1.18 -1.50  3.50
   1.93    1.19 -1.00 -1.50
   1.93    1.17 -1.50  3.00
   1.94    1.28 -0.50 -4.50
   1.96    1.21 -1.00 -2.00
   1.97    1.18 -1.50  2.50
   2.00    1.25 -1.00 -2.50
   2.00    1.32 -0.50 -5.00
   2.02    1.18 -1.50  2.00
   2.04    1.28 -1.00 -3.00
   2.06    1.20 -1.50  1.50
   2.09    1.23 -1.50  1.00
   2.10    1.31 -1.00 -3.50
   2.10    1.27 -2.00  5.00
   2.11    1.25 -1.50  0.50
   2.12    1.26 -2.00  4.50
   2.15    1.28 -1.50  0.00
   2.15    1.34 -1.00 -4.00
   2.16    1.26 -2.00  4.00
   2.18    1.30 -1.50 -0.50
   2.19    1.27 -2.00  3.50
   2.20    1.35 -1.00 -4.50
   2.21    1.32 -1.50 -1.00
   2.21    1.26 -2.00  3.00
   2.22    1.34 -1.50 -1.50
   2.25    1.37 -1.00 -5.00
   2.26    1.27 -2.00  2.50
   2.26    1.35 -1.50 -2.00
   2.28    1.29 -2.00  2.00
   2.30    1.30 -2.00  1.50
   2.30    1.38 -1.50 -2.50
   2.31    1.31 -2.50  5.00
   2.34    1.31 -2.50  4.50
   2.34    1.32 -2.00  1.00
   2.35    1.39 -1.50 -3.00
   2.38    1.34 -2.00  0.50
   2.38    1.31 -2.50  4.00
   2.38    1.40 -1.50 -3.50
   2.40    1.32 -2.50  3.50
   2.41    1.41 -1.50 -4.00
   2.41    1.34 -2.00  0.00
   2.42    1.44 -1.50 -4.50
   2.43    1.37 -2.00 -0.50
   2.45    1.34 -2.50  3.00
   2.45    1.44 -1.50 -5.00
   2.47    1.35 -2.50  2.50
   2.48    1.39 -2.00 -1.00
   2.49    1.42 -2.00 -1.50
   2.50    1.35 -2.50  2.00
   2.51    1.36 -3.00  5.00
   2.52    1.43 -2.00 -2.00
   2.52    1.44 -2.00 -2.50
   2.53    1.37 -2.50  1.50
   2.54    1.46 -2.00 -3.00
   2.54    1.38 -3.00  4.50
   2.56    1.46 -2.00 -3.50
   2.57    1.38 -3.00  4.00
   2.57    1.38 -2.50  1.00
   2.57    1.46 -2.00 -4.00
   2.59    1.40 -2.50  0.50
   2.59    1.46 -2.00 -4.50
   2.60    1.38 -3.00  3.50
   2.62    1.46 -2.00 -5.00
   2.62    1.41 -2.50  0.00
   2.64    1.39 -3.00  3.00
   2.65    1.41 -2.50 -0.50
   2.67    1.43 -2.50 -1.00
   2.68    1.45 -2.50 -2.00
   2.68    1.43 -2.50 -1.50
   2.68    1.48 -2.50 -3.00
   2.69    1.39 -3.00  2.50
   2.69    1.39 -3.50  5.00
   2.69    1.48 -2.50 -3.50
   2.69    1.45 -2.50 -2.50
   2.70    1.40 -3.00  2.00
   2.71    1.47 -2.50 -4.00
   2.72    1.40 -3.50  4.50
   2.72    1.40 -3.00  1.50
   2.73    1.47 -2.50 -4.50
   2.75    1.47 -2.50 -5.00
   2.75    1.42 -3.00  1.00
   2.76    1.40 -3.50  4.00
   2.77    1.41 -3.00  0.50
   2.78    1.40 -3.50  3.50
   2.79    1.40 -3.00  0.00
   2.80    1.41 -3.00 -0.50
   2.80    1.42 -3.50  3.00
   2.81    1.42 -3.00 -1.00
   2.81    1.42 -3.00 -1.50
   2.81    1.44 -3.00 -2.00
   2.82    1.48 -3.00 -3.00
   2.82    1.47 -3.00 -2.50
   2.82    1.42 -3.50  2.50
   2.84    1.47 -3.00 -3.50
   2.84    1.41 -4.00  5.00
   2.84    1.48 -3.00 -4.00
   2.85    1.42 -3.50  2.00
   2.85    1.49 -3.00 -4.50
   2.86    1.41 -4.00  4.50
   2.87    1.48 -3.00 -5.00
   2.87    1.42 -3.50  1.50
   2.89    1.42 -4.00  4.00
   2.90    1.41 -3.50  1.00
   2.90    1.41 -4.00  3.50
   2.91    1.41 -3.50  0.50
   2.92    1.42 -3.50 -0.50
   2.92    1.41 -3.50  0.00
   2.93    1.45 -3.50 -2.00
   2.93    1.42 -4.00  3.00
   2.93    1.48 -3.50 -2.50
   2.94    1.44 -3.50 -1.50
   2.94    1.43 -3.50 -1.00
   2.94    1.49 -3.50 -3.50
   2.94    1.42 -4.00  2.50
   2.95    1.48 -3.50 -3.00
   2.95    1.49 -3.50 -4.00
   2.96    1.42 -4.50  5.00
   2.97    1.48 -3.50 -4.50
   2.97    1.42 -4.00  2.00
   2.97    1.49 -3.50 -5.00
   2.98    1.42 -4.50  4.50
   2.99    1.42 -4.00  1.50
   3.00    1.42 -4.00  1.00
   3.01    1.42 -4.50  4.00
   3.02    1.43 -4.50  3.50
   3.02    1.42 -4.00  0.50
   3.03    1.48 -4.00 -3.00
   3.03    1.48 -4.00 -3.50
   3.04    1.48 -4.00 -4.00
   3.04    1.43 -4.50  3.00
   3.04    1.47 -4.00 -2.50
   3.04    1.43 -4.00 -0.50
   3.04    1.49 -4.00 -4.50
   3.05    1.42 -4.00  0.00
   3.05    1.46 -4.00 -2.00
   3.05    1.44 -4.00 -1.00
   3.05    1.49 -4.00 -5.00
   3.05    1.44 -4.00 -1.50
   3.06    1.42 -4.50  2.50
   3.06    1.42 -4.50  2.00
   3.06    1.44 -5.00  5.00
   3.08    1.41 -4.50  1.50
   3.10    1.42 -4.50  1.00
   3.10    1.42 -5.00  4.50
   3.11    1.43 -5.00  4.00
   3.11    1.41 -4.50  0.50
   3.11    1.42 -5.00  3.50
   3.11    1.46 -4.50 -2.50
   3.11    1.47 -4.50 -3.00
   3.12    1.47 -4.50 -4.00
   3.12    1.47 -4.50 -3.50
   3.12    1.48 -4.50 -4.50
   3.12    1.42 -4.50  0.00
   3.12    1.44 -4.50 -1.00
   3.12    1.47 -4.50 -5.00
   3.12    1.42 -5.00  3.00
   3.13    1.44 -4.50 -0.50
   3.13    1.44 -4.50 -2.00
   3.13    1.44 -4.50 -1.50
   3.14    1.42 -5.00  2.50
   3.17    1.41 -5.00  2.00
   3.18    1.45 -5.00 -3.50
   3.18    1.45 -5.00 -3.00
   3.18    1.45 -5.00 -5.00
   3.18    1.45 -5.00 -4.50
   3.18    1.40 -5.00  1.50
   3.18    1.45 -5.00 -4.00
   3.19    1.42 -5.00  1.00
   3.19    1.42 -5.00  0.50
   3.20    1.40 -5.00  0.00
   3.20    1.42 -5.00 -1.50
   3.20    1.43 -5.00 -2.50
   3.20    1.42 -5.00 -0.50
   3.20    1.42 -5.00 -2.00
   3.20    1.42 -5.00 -1.00
