   mean     std    e1    e2
   1.31    1.01  2.00  2.00
   1.32    0.99  1.00 -4.00
   1.32    0.87  4.00 -0.50
   1.32    1.02  3.00  0.50
   1.32    1.00  2.50  1.00
   1.32    0.99  2.00 -4.50
   1.32    1.04  0.50 -3.50
   1.33    0.84  5.00  0.00
   1.33    1.01  2.50  1.50
   1.33    1.02  3.50  0.00
   1.33    0.85  4.50 -0.50
   1.34    0.84  4.00 -1.00
   1.34    1.02 -1.00  5.00
   1.34    1.00 -1.50  3.50
   1.35    1.04  2.00  2.50
   1.35    1.04  3.00  1.00
   1.35    1.01  1.50 -4.50
   1.36    1.08 -1.00  0.50
   1.36    1.03  1.50  3.00
   1.36    1.01 -1.50  3.00
   1.36    1.10  0.00  5.00
   1.36    1.01  0.50  4.00
   1.37    1.07  2.50  2.00
   1.37    0.85  5.00  0.50
   1.37    1.02 -1.50  4.00
   1.37    1.04  1.00  3.50
   1.37    0.84  4.50  0.00
   1.37    0.92  4.00  0.00
   1.37    1.15  0.00 -3.00
   1.37    1.05 -1.50  2.50
   1.38    0.48  4.50 -1.50
   1.38    0.95  5.00  1.50
   1.38    0.96  4.50  0.50
   1.39    1.07  3.50  0.50
   1.39    1.07  3.00  1.50
   1.39    1.02  2.00 -5.00
   1.39    1.00 -1.50  4.50
   1.40    0.94  5.00  1.00
   1.40    1.07 -1.50  5.00
   1.40    0.49  3.50 -2.50
   1.40    1.06 -0.50 -1.50
   1.40    1.13  3.00  2.00
   1.41    1.09  2.00  3.00
   1.41    1.06  0.50  4.50
   1.42    1.04  4.00  0.50
   1.42    1.00  4.50  1.00
   1.42    1.06  1.50  3.50
   1.42    1.03  1.00 -4.50
   1.43    1.10  2.50  2.50
   1.43    1.06  1.00  4.00
   1.43    1.03  1.50 -5.00
   1.43    1.13  3.00  2.50
   1.44    1.09  0.50  5.00
   1.44    1.10  3.50  1.00
   1.44    1.08  1.00  4.50
   1.45    1.12  2.50  3.00
   1.45    1.10  4.00  1.00
   1.46    1.10  2.00  3.50
   1.46    1.08  0.50 -4.00
   1.46    1.15  3.00  3.00
   1.46    1.12 -1.00  0.00
   1.46    1.15  4.00  1.50
   1.48    1.09  1.50  4.00
   1.48    1.11  1.00  5.00
   1.48    1.10  1.50  4.50
   1.48    1.06 -1.50  2.00
   1.48    1.11  3.50  1.50
   1.49    1.11  2.50  3.50
   1.49    1.14  3.50  2.00
   1.49    1.10 -0.50 -2.00
   1.49    1.04  5.00  2.00
   1.50    1.15  4.00  2.00
   1.50    1.14  3.00  3.50
   1.50    1.12  2.50  4.00
   1.50    1.11  2.00  4.00
   1.50    0.50  5.00 -1.50
   1.50    1.11  1.50  5.00
   1.50    1.15  3.00  4.00
   1.51    1.09  5.00  2.50
   1.51    1.15  3.50  2.50
   1.51    1.11  2.00  4.50
   1.52    0.78  5.00 -0.50
   1.52    1.18  4.00  2.50
   1.52    1.12  4.50  1.50
   1.52    1.12  2.50  4.50
   1.52    1.18  4.00  3.00
   1.52    0.73  5.00 -1.00
   1.52    1.19  0.00 -3.50
   1.53    1.13  2.00  5.00
   1.53    1.16  4.50  4.00
   1.53    1.17  4.50  2.50
   1.53    1.18  4.50  3.50
   1.53    1.15  4.50  2.00
   1.54    1.19  4.50  3.00
   1.54    1.07  1.00 -5.00
   1.54    0.75  4.50 -1.00
   1.54    1.18  3.00  4.50
   1.54    0.76  4.00 -1.50
   1.54    1.19  5.00  4.50
   1.55    1.16  2.50  5.00
   1.55    1.17  3.50  3.00
   1.55    1.17  5.00  3.00
   1.55    1.17  4.50  4.50
   1.56    1.19 -1.50  1.50
   1.56    1.24  4.00  3.50
   1.56    1.18  3.00  5.00
   1.57    1.19  5.00  4.00
   1.57    1.19  5.00  5.00
   1.57    1.18  5.00  3.50
   1.58    1.21  3.50  3.50
   1.59    1.14  0.50 -4.50
   1.59    1.22  4.50  5.00
   1.59    1.14 -2.00  4.00
   1.60    1.21  3.50  4.00
   1.60    1.15 -2.00  4.50
   1.60    0.80  3.50 -3.50
   1.61    1.24  4.00  4.00
   1.61    1.16 -2.00  3.50
   1.61    1.16 -1.00 -0.50
   1.61    1.13 -0.50 -2.50
   1.62    1.25  3.50  4.50
   1.63    1.26  4.00  5.00
   1.63    1.13 -2.00  5.00
   1.63    1.25  3.50  5.00
   1.64    1.25  4.00  4.50
   1.64    1.22  0.00 -4.00
   1.66    1.23 -1.50  1.00
   1.67    1.20 -2.00  3.00
   1.72    1.13 -1.00 -1.00
   1.73    1.17  0.50 -5.00
   1.74    1.20 -0.50 -3.00
   1.77    1.26 -1.50  0.50
   1.77    1.24 -2.00  2.50
   1.78    1.24 -2.50  5.00
   1.78    1.29  0.00 -4.50
   1.79    1.24 -2.50  4.50
   1.82    1.28 -2.00  2.00
   1.82    1.26 -2.50  4.00
   1.83    0.90  3.50 -4.00
   1.83    1.17 -1.00 -1.50
   1.85    1.25 -1.50  0.00
   1.85    1.28 -2.50  3.50
   1.86    1.23 -0.50 -3.50
   1.90    1.33  0.00 -5.00
   1.91    1.34 -2.00  1.50
   1.95    1.22 -1.00 -2.00
   1.96    1.27 -0.50 -4.00
   1.97    1.30 -2.50  3.00
   1.97    1.26 -1.50 -0.50
   1.97    1.34 -3.00  5.00
   1.98    1.35 -3.00  4.50
   2.02    1.38 -2.50  2.50
   2.02    1.34 -2.00  1.00
   2.04    1.25 -1.00 -2.50
   2.08    1.41 -3.00  4.00
   2.09    1.28 -1.50 -1.00
   2.09    1.32 -2.00  0.50
   2.10    1.27 -1.00 -3.00
   2.11    1.29 -0.50 -4.50
   2.12    1.41 -2.50  2.00
   2.14    1.25  3.50 -5.00
   2.15    1.42 -3.50  5.00
   2.17    1.41 -3.00  3.50
   2.17    1.29 -1.50 -1.50
   2.18    1.35 -2.00  0.00
   2.18    1.30 -1.00 -3.50
   2.19    1.42 -2.50  1.50
   2.20    1.17  3.50 -4.50
   2.23    1.43 -3.50  4.50
   2.23    1.32 -0.50 -5.00
   2.24    1.42 -2.50  1.00
   2.24    1.45 -3.00  3.00
   2.25    1.33 -1.50 -2.00
   2.28    1.35 -2.00 -0.50
   2.28    1.31 -1.00 -4.00
   2.29    1.46 -3.00  2.50
   2.29    1.41 -3.50  4.00
   2.31    1.43 -2.50  0.50
   2.32    1.45 -3.00  2.00
   2.33    1.39 -1.50 -2.50
   2.34    1.44 -4.00  5.00
   2.36    1.46 -3.50  3.50
   2.37    1.35 -2.00 -1.00
   2.38    1.46 -4.00  4.50
   2.39    1.41 -1.50 -3.00
   2.39    1.44 -3.00  1.50
   2.40    1.44 -2.50  0.00
   2.41    1.47 -3.50  3.00
   2.41    1.39 -1.00 -4.50
   2.43    1.39 -2.00 -1.50
   2.45    1.49 -3.00  1.00
   2.46    1.49 -4.00  4.00
   2.46    1.44 -2.50 -0.50
   2.46    1.49 -3.50  2.50
   2.47    1.44 -1.50 -3.50
   2.47    1.41 -2.00 -2.00
   2.49    1.50 -3.00  0.50
   2.49    1.48 -4.50  5.00
   2.51    1.41 -2.00 -2.50
   2.51    1.50 -4.00  3.50
   2.52    1.48 -3.50  2.00
   2.52    1.41 -1.00 -5.00
   2.54    1.44 -2.50 -1.00
   2.55    1.43 -1.50 -4.00
   2.55    1.51 -4.00  3.00
   2.55    1.50 -4.50  4.50
   2.56    1.49 -3.50  1.50
   2.56    1.45 -2.00 -3.00
   2.56    1.50 -3.00  0.00
   2.57    1.49 -3.50  1.00
   2.59    1.44 -2.50 -1.50
   2.60    1.50 -4.50  4.00
   2.61    1.51 -4.00  2.50
   2.62    1.49 -3.00 -0.50
   2.63    1.54 -5.00  5.00
   2.63    1.51 -4.50  3.50
   2.63    1.50 -2.00 -3.50
   2.64    1.50 -4.00  2.00
   2.64    1.51 -3.50  0.50
   2.64    1.48 -3.00 -1.00
   2.65    1.44 -2.50 -2.00
   2.65    1.44 -1.50 -4.50
   2.67    1.53 -5.00  4.50
   2.68    1.48 -2.50 -2.50
   2.68    1.51 -3.50  0.00
   2.68    1.50 -2.00 -4.00
   2.69    1.48 -4.50  3.00
   2.71    1.49 -4.00  1.50
   2.71    1.48 -3.00 -1.50
   2.71    1.54 -5.00  4.00
   2.72    1.51 -4.50  2.50
   2.72    1.52 -3.50 -0.50
   2.73    1.51 -2.50 -3.00
   2.74    1.44 -1.50 -5.00
   2.75    1.51 -4.00  1.00
   2.75    1.53 -2.50 -3.50
   2.75    1.54 -4.00  0.50
   2.75    1.53 -3.50 -1.00
   2.76    1.48 -2.00 -4.50
   2.77    1.53 -5.00  3.50
   2.77    1.49 -3.00 -2.00
   2.78    1.49 -4.50  2.00
   2.78    1.54 -2.50 -4.00
   2.80    1.53 -4.00  0.00
   2.80    1.51 -5.00  3.00
   2.80    1.50 -3.00 -2.50
   2.81    1.49 -4.50  1.50
   2.82    1.53 -3.50 -1.50
   2.82    1.50 -4.50  1.00
   2.82    1.49 -2.00 -5.00
   2.83    1.52 -5.00  2.50
   2.84    1.53 -4.00 -0.50
   2.84    1.51 -3.00 -3.00
   2.85    1.51 -4.50  0.50
   2.85    1.53 -3.50 -2.00
   2.86    1.55 -2.50 -4.50
   2.86    1.53 -3.00 -3.50
   2.86    1.51 -5.00  2.00
   2.87    1.54 -4.50  0.00
   2.87    1.53 -4.00 -1.00
   2.88    1.51 -5.00  1.50
   2.89    1.55 -3.50 -2.50
   2.89    1.52 -3.00 -4.00
   2.90    1.52 -5.00  1.00
   2.90    1.53 -4.50 -0.50
   2.90    1.55 -3.50 -3.00
   2.92    1.55 -4.00 -2.00
   2.92    1.53 -4.00 -1.50
   2.92    1.52 -5.00  0.50
   2.93    1.51 -3.00 -4.50
   2.93    1.55 -3.50 -3.50
   2.93    1.52 -5.00  0.00
   2.94    1.54 -4.50 -1.00
   2.94    1.54 -3.50 -4.00
   2.94    1.54 -4.00 -2.50
   2.95    1.50 -2.50 -5.00
   2.96    1.54 -3.50 -4.50
   2.96    1.56 -4.00 -3.00
   2.96    1.53 -4.50 -1.50
   2.96    1.55 -4.50 -2.00
   2.97    1.55 -5.00 -0.50
   2.97    1.57 -4.00 -4.00
   2.97    1.57 -4.00 -3.50
   2.98    1.56 -5.00 -1.00
   2.99    1.56 -5.00 -1.50
   2.99    1.52 -3.00 -5.00
   3.00    1.56 -4.00 -4.50
   3.01    1.55 -5.00 -2.00
   3.01    1.55 -4.50 -3.00
   3.01    1.54 -4.50 -2.50
   3.03    1.55 -4.50 -3.50
   3.03    1.53 -3.50 -5.00
   3.03    1.55 -5.00 -2.50
   3.04    1.57 -4.50 -4.00
   3.05    1.54 -5.00 -3.00
   3.06    1.57 -4.00 -5.00
   3.06    1.57 -4.50 -4.50
   3.08    1.54 -5.00 -3.50
   3.08    1.56 -5.00 -4.50
   3.08    1.57 -4.50 -5.00
   3.09    1.56 -5.00 -4.00
   3.11    1.55 -5.00 -5.00
